id,hip,hd,hr,gl,main_id,full_name,proper,ra,dec,rarad,decrad,dist,x,y,z,vx,vy,vz,pmra,pmdec,pmrarad,pmdecrad,spect,lum_class,mag,absmag,ci,radius,mass,temp,type,lifespan,comp,comp_primary,sibling,compdist,dist_au,inner_ohz,outer_ohz,inner_chz,outer_chz,bayer,flam,con,gaia,2mass,tyc,ccdm,wds,ads,tic,nltt,plx,fk5,iras,gcrv,web,old_bgs_id,rv,mag_V,mag_B,mag_J,mag_H,mag_K,primary_band,lum,base,comp_numeric,bf,STDT_Mismatch_FullName,STDT_Mismatch_Class,STDT_Mismatch_Magnitude,STDT_Mismatch_Mass,STDT_Mismatch_Radius,STDT_Mismatch_Temperature,STDT_Mismatch_Distance,STDT_Mismatch_InnerHZ,STDT_Mismatch_OuterHZ,Planets(ISIZ),Moons,FloraCount,FaunaCount,UniqueResourceCount,MinLevel,MaxLevel,SystemSize,SurveyDifficultyIndex,SurveyRank,Etymology
119147,,,,670 B,* ksi Oph B,Zeta Ophiuchi,,260.2522,-21.112,4.54225832,-0.36847327,17.4922,-2.7628,-16.0825,-6.3006,,,,237.822,-192.809,1.15e-06,-9.3e-07,K3V,V,12.49,5.79,0.92,0.74,0.76,4600.0,Main sequence,41.36955347678645,2,84636.0,84636,0.026477,3608033.941946747,0.41,1.17,0.57,1.05,,,,4115142276696646144,,,J17210-2107B,J17210-2107B,,,,,,,,,,-8.93,8.9,,,,,V,0.0916,Zeta Ophiuchi,2,,,,7.70 <-> 5.79,0.73 <-> 0.76,0.79 <-> 0.74,4705 <-> 4600,17.40 <-> 17.49,0.21 <-> 0.41,0.52 <-> 1.17,6,13,10,12,26,50,255,19,82,A,Linguistic; Greek 'Ophiuchus'; 'serpent bearer'
119159,,158614B,,678 B,*  150 Oph B,Beta Marae,,262.599,-1.0626,4.58321667,-0.0185456,17.0937,-2.2015,-16.9484,-0.317,,,,-120.599,-208.539,-5.8e-07,-1.01e-06,G9IV-V ,IV,6.089,4.925,0.731,1.055,0.98,5497.805992378168,Subgiant,10.560978745581526,2,85407.0,85407,0.622804,3525833.848994035,0.8041109037498515,2.2974597249995754,1.598649058645538,0.9094111411456652,,,,4373199678620639744,,5080-2188-2,J17304-0104B,J17304-0104B,10598 B,,,,,,,,,,6.089000225067139,6.820000171661377,,,,V,1.7623,Beta Marae,2,,,G8 <-> G9,5.12 <-> 4.92,0.84 <-> 0.98,22.02 <-> 1.05,5500 <-> 5498,16.44 <-> 17.09,0.67 <-> 0.80,1.60 <-> 2.30,6,15,8,11,22,45,55,21,57,C,Linguistic; Maori 'secondary site'
119198,,165341B,,702 B,*  70 Oph B,Valo,,271.3644,2.4989,4.73620276,0.04361485,5.1058,0.1215,-5.0995,0.2226,8091.25956649,-925.05255835,-25834.08988618,333.292,-1068.354,1.62e-06,-5.18e-06,K4V,V,6.07,7.53,1.19,0.513,0.54,4328.442301395821,Main sequence,47.30662608215951,2,88327.0,88327,0.007517,1053143.585373562,0.2422934678782219,0.692267051080634,0.4817024897102744,0.2740223743860843,,,,4468557611977674752,,434-5212-1,J18055+0230B,J18055+0230B,11046 B,1674663308.0,45900.0,,,,10532.0,,,-10.0,6.070000171661377,7.260000228881836,,,,V,0.1057,Valo,2,,,K5 <-> K4,7.47 <-> 7.53,0.69 <-> 0.54,0.74 <-> 0.51,4375 <-> 4328,5.09 <-> 5.11,0.24 <-> 0.24,0.60 <-> 0.69,5,6,5,8,16,5,15,11,31,D,Linguistic; Finnish 'light'
119217,,,,4056,G 21-13,Nikola,,276.0216,1.6878,4.81748602,0.029458,17.3608,1.8204,-17.2575,0.5113,,,,150.438,-238.457,7.3e-07,-1.16e-06,M2.5V,V,7.487,6.289,1.54,1.22,0.71,3734.317364481237,Main sequence,23.162661935582896,1,119217,,,3580917.8296942245,0.4289913261404975,1.2256895032585644,0.8528756126840844,0.4851687617065151,,,Ser,4276632394156013568,J18240518+0141161,,,J18241+0141A,,169296613.0,46418.0,,,,,,,,11.859999656677246,13.399999618530272,8.29699993133545,7.736999988555908,7.486999988555908,K,0.55,Nikola,1,Ser,,G5 <-> M2,11.13 <-> 6.29,0.93 <-> 0.71,0.93 <-> 1.22,5575 <-> 3734,13.89 <-> 17.36,0.04 <-> 0.43,0.10 <-> 1.23,10,9,0,0,21,40,50,19,47,C,Inventor; pioneered AC power and electromagnetism
119220,84709,156384A,6426.0,667 A,*  142 Sco A,Oborum Prime,,259.7351,-34.9896,4.53323204,-0.61068335,6.8357,-0.9977,-5.5106,-3.9198,36278.78181123,-5113.56375305,-2044.69778428,1129.76,-77.02,5.48e-06,-3.7e-07,K3V,V,6.37,3.946,1.15,2.316,1.23,4409.233835968339,Main sequence,41.36955347678645,1,119220,119144,,1409972.0144917632,1.2620154422296743,3.605758406370499,2.5090068910994723,1.4272793691883223,,142.0,Sco,,,7370-850-1,J17190-3459A,J17190-3459A,,,,,,,,,119143.0,,6.369999885559082,7.519999980926514,3.900000095367432,3.2300000190734863,3.119999885559082,K,2.4523,Oborum Prime,1,142.0 Sco,,,7.07 <-> 3.95,0.73 <-> 1.23,0.76 <-> 2.32,4705 <-> 4409,6.97 <-> 6.84,0.19 <-> 1.26,0.47 <-> 3.61,4,6,5,9,16,20,35,10,31,D,Speculative; Latin 'of the shellfish'
119221,5336,6582,321.0,53 B,* mu. Cas B,Beta Andraste,,17.0679,54.9202,0.29789156,0.95853755,7.6753,4.2169,1.2947,6.2811,7451.0255785,134292.13126178,-32801.12825022,3468.251,-1564.844,1.681e-05,-7.59e-06,M4V,V,9.8,11.6,1.554,0.29,0.17,3025.0,Main sequence,803.3129019251312,2,5325.0,5325,,1583143.863484079,0.08,0.17,0.1,0.15,,,,411413822074322432,J01081597+5455148,3673-1929-1,J01080+5455A,J01083+5455A,,252191219.0,3721.0,219,1030.0,01051+5439,646.0,1137.0,118043.0,-96.488899,9.8,,,,,V,0.0386,Beta Andraste,2,,,M3 <-> M4,11.61 <-> 11.60,0.31 <-> 0.17,0.44 <-> 0.29,3280 <-> 3025,7.55 <-> 7.68,0.04 <-> 0.08,0.10 <-> 0.17,1,4,0,2,11,20,40,5,13,E,Mythic; Celtic goddess companion
119222,55203B,98230,4374.0,423 D,* ksi UMa B,Ursae Minoris,Alula Australis B,169.5452,31.5291,2.9591211,0.5502869,8.7346,-7.3216,1.351,4.5676,-10380.52988459,16205.91846958,-21463.05457255,-339.398,-607.892,-1.65e-06,-2.95e-06,G2V,V,4.77,5.064,0.64,0.885,0.95,5815.2141520103805,Main sequence,11.440468031249493,2,118742.0,118742,3.854213,1801648.6281812647,0.7542655155675099,2.155044330192885,1.499551679759216,0.8530383807013504,,,,756853643637996160,,2520-2634-2,J11182+3132B,"J11182+3132Ba,Bb",8119 B,,26921.0,,,,6921.0,9946.0,118743.0,-15.9,4.769999980926514,5.409999847412109,,,,V,0.8289,Ursae Minoris,2,,,,4.71 <-> 5.06,0.86 <-> 0.95,0.92 <-> 0.89,5700 <-> 5815,10.42 <-> 8.73,0.79 <-> 0.75,1.85 <-> 2.16,3,3,4,5,16,20,40,6,31,D,Linguistic; Latin 'lesser bear'
119223,71681,128621,5460.0,559 B,* alf Cen B,Toliman,Toliman,219.8961,-60.8375,3.83791089,-1.06181516,1.3475,-0.5038,-0.4212,-1.1767,-18236.37097783,14847.35897894,2519.13324745,-3614.39,802.98,-1.752e-05,3.89e-06,K1V,V,-0.6,3.752,0.88,2.145,1.28,5050.644709240999,Main sequence,5.377651619855316,2,71456.0,71456,0.000141,277939.963887242,1.379765097746246,3.9421859935607033,2.7431044205193227,1.5604486224511118,,,,,,9007-5848-1,J14396-6050B,J14396-6050B,,471011144.0,37985.0,,,,8518.0,,71453.0,-22.586,1.3300000429153442,2.2100000381469727,-0.0099999997764825,-0.4900000095367431,-0.6000000238418579,K,2.9312,Toliman,2,,,,5.74 <-> 3.75,0.91 <-> 1.28,0.86 <-> 2.15,5260 <-> 5051,1.32 <-> 1.35,0.52 <-> 1.38,1.25 <-> 3.94,2,3,3,8,8,5,15,5,23,D,Linguistic; Arabic 'ostrich'
119224,,48915B,,244 B,* alf CMa B,The Pup,Sirius BC,101.2888,-16.7169,1.76782249,-0.29176439,2.6703,-0.5006,2.508,-0.7681,,,,-461.571,-914.52,-2.24e-06,-4.43e-06,DA1.9,V,8.44,11.307,-0.03,0.015,0.23,10515.558157279074,White dwarf,416.19762420804335,2,32263.0,32263,0.033246,550789.1434101241,0.042544126237277,0.12155464639222,0.0845817747812531,0.0481153808635871,,,,2947050466531872768,,,J06451-1643BC,J06451-1643BC,5423 B,,,,,,,,118441.0,,8.4399995803833,8.40999984741211,,,,B,0.0024,The Pup,2,,,,11.18 <-> 11.31,1.02 <-> 0.23,0.01 <-> 0.01,25200 <-> 10516,2.64 <-> 2.67,0.00 <-> 0.04,0.00 <-> 0.12,1,0,0,0,3,10,20,1,1,E,Nickname; companion to Canis Major
119225,,144070,5978.0,9540 A,* ksi Sco A,Beta Ternion,,241.0923,-11.3732,4.20785468,-0.19849992,28.0445,-13.2905,-24.0681,-5.5303,-8247.27190751,5558.69948684,-4206.34459909,-74.518,-32.323,-3.6e-07,-1.6e-07,F4(V),V,5.16,2.921,0.48,1.911,1.55,6481.00883465622,Main sequence,3.3318857256149217,1,119225,119060|119059,,5784595.878578479,2.0236118212354817,5.781748060672805,4.023133025551494,2.288608607349652,ksi,,Sco,4343066192367555072,,5619-1257-1,J16044-1123A,J16044-1122A,9909 A,,,,,,,,119058.0,-32.6,5.159999847412109,5.639999866485596,,,,V,5.8573,Beta Ternion,1,ksi  Sco,,F6 <-> F4,2.91 <-> 2.92,1.29 <-> 1.55,1.18 <-> 1.91,6510 <-> 6481,24.33 <-> 28.04,1.76 <-> 2.02,4.07 <-> 5.78,3,2,12,16,16,40,255,5,66,B,Linguistic; Latin 'trio's second'
